user_id,recomendations
1006,"[1082185, 6534178, 5569471, 5569230, 870515]"
1007,"[1029743, 995242, 908531, 883404, 1070015]"
1008,"[6534178, 883404, 995785, 849843, 1096036]"
1009,"[1058997, 833025, 986912, 1033615, 825541]"
1010,"[6534178, 1082185, 1127831, 883404, 1071939]"
1011,"[1058997, 916122, 1126899, 6534178, 940947]"
1012,"[844165, 1070820, 849843, 1005186, 6534178]"
1013,"[1106523, 995242, 923746, 1005186, 951590]"
1014,"[1082185, 1029743, 923746, 866211, 995242]"
1015,"[1082185, 995242, 862349, 840361, 849843]"
1016,"[951412, 1126899, 866211, 1058997, 903325]"
1017,"[1082185, 995242, 866211, 951590, 893501]"
1018,"[1070820, 8090521, 1053690, 951590, 6534178]"
1019,"[1106523, 1026118, 849843, 1028816, 986912]"
1020,"[1082185, 844179, 995785, 826249, 862349]"
1021,"[1029743, 1070820, 1082185, 981760, 953476]"
1022,"[1005186, 981760, 1026118, 1044078, 986912]"
1023,"[872137, 1062002, 878996, 908846, 5978656]"
1024,"[940947, 847982, 1133018, 1106523, 1056509]"
1025,"[1133018, 1106523, 8090521, 8090537, 983584]"
1026,"[1082185, 1106523, 844165, 883404, 1092026]"
1027,"[899624, 1058997, 1126899, 981760, 849843]"
1028,"[1082185, 1029743, 6534178, 1133018, 866211]"
1029,"[1082185, 6534178, 834484, 1058997, 1126899]"
1030,"[1082185, 1070820, 908531, 923746, 1070015]"
1031,"[1022003, 1106523, 940947, 6534178, 986912]"
1032,"[1082185, 1029743, 1106523, 995242, 6534178]"
1033,"[914190, 1051516, 979707, 1029743, 923746]"
1034,"[1082185, 861272, 1058997, 1126899, 994928]"
1035,"[1082185, 1029743, 1106523, 6534178, 1133018]"
1036,"[1082185, 923746, 1106523, 907014, 1081177]"
1037,"[1082185, 940947, 862349, 916122, 840361]"
1038,"[1132770, 999971, 1026118, 1120741, 849843]"
1039,"[1082185, 1029743, 835098, 951590, 1134522]"
1040,"[1082185, 5569471, 916122, 1126899, 1075368]"
1041,"[849843, 882441, 916381, 1106523, 1005186]"
1042,"[893501, 862349, 903325, 1095275, 987562]"
1043,"[1082185, 1029743, 1106523, 6534178, 1133018]"
1044,"[995242, 5569471, 1022003, 1092026, 1050229]"
1045,"[1082185, 6534178, 862349, 1065593, 1005186]"
1046,"[6034857, 1126899, 986947, 1058997, 861272]"
1047,"[1029743, 1133018, 847982, 1040807, 879755]"
1048,"[1082185, 835098, 995785, 6534178, 1037863]"
1049,"[1114597, 1070015, 1005186, 849843, 938700]"
1050,"[994928, 1106523, 6534178, 868764, 962229]"
1051,"[1082185, 1029743, 6534178, 951590, 1085604]"
1052,"[1106523, 5568378, 834484, 826249, 880150]"
1053,"[1062002, 1119051, 847270, 834484, 1041259]"
1054,"[1029743, 951590, 862349, 916122, 1124729]"
1055,"[1082185, 1029743, 995242, 908531, 849843]"
1056,"[1043590, 1106523, 1133018, 1053763, 981760]"
1057,"[1082185, 908318, 976998, 1005186, 1058997]"
1058,"[844165, 1005186, 849843, 1132770, 1085604]"
1059,"[1082185, 1029743, 6534178, 849843, 1122358]"
1060,"[1082185, 861272, 995242, 5569230, 951590]"
1061,"[923746, 859075, 1133018, 1065593, 1106523]"
1062,"[995242, 1029743, 923746, 1048462, 826249]"
1063,"[1029743, 1133018, 995242, 908531, 1005186]"
1064,"[1082185, 860776, 1058997, 965766, 883404]"
1065,"[1082185, 1106523, 1050851, 951590, 1068719]"
1066,"[1037863, 989101, 995242, 981760, 1133018]"
1067,"[883404, 933835, 1126899, 866211, 1075368]"
1068,"[1133018, 844165, 994928, 5568378, 1026118]"
1069,"[1029743, 908531, 995242, 923746, 5569230]"
1070,"[6534178, 989101, 995242, 908531, 1029743]"
1071,"[1132770, 882441, 1133018, 1085604, 995242]"
1072,"[1005186, 927191, 1029624, 1133018, 908531]"
1073,"[1082185, 995242, 1058997, 861272, 873627]"
1074,"[981760, 995242, 908531, 1058997, 5569230]"
1075,"[1029743, 844165, 1070015, 986912, 1033615]"
1076,"[1075368, 1106523, 962229, 908318, 844179]"
1077,"[6534178, 5978648, 5569230, 914190, 951590]"
1078,"[1106523, 1058997, 1126899, 861272, 1133018]"
1079,"[1106523, 6534178, 1058997, 1133018, 6533889]"
1080,"[844165, 1106523, 8090537, 1029743, 883404]"
1081,"[5569230, 908318, 899624, 981760, 1106523]"
1082,"[994928, 844165, 1133018, 908531, 883404]"
1083,"[979707, 1106523, 1133018, 981760, 995785]"
1084,"[953476, 951590, 976998, 981760, 879755]"
1085,"[1029743, 995242, 883404, 6534178, 826249]"
1086,"[883003, 923746, 981760, 995785, 6534166]"
1087,"[1029743, 995242, 1106523, 908531, 1070820]"
1088,"[844165, 1080414, 1068719, 913785, 910032]"
1089,"[1029743, 883404, 6534178, 826249, 1098066]"
1090,"[1106523, 860776, 962229, 1022254, 1033142]"
1091,"[6534178, 1029743, 951590, 5569230, 899624]"
1092,"[883404, 962229, 859075, 1096036, 961554]"
1093,"[1029743, 844165, 1070015, 962229, 845208]"
1094,"[951590, 1029743, 933835, 1075368, 962229]"
1095,"[5569471, 1028816, 866211, 834484, 908846]"
1096,"[1082185, 1106523, 995785, 1026118, 862349]"
1097,"[1106523, 6534166, 1028816, 1070015, 923746]"
1098,"[1082185, 5978648, 908531, 6534178, 5978656]"
1099,"[1133018, 5568378, 5569471, 1102959, 1085604]"
1100,"[1082185, 1029743, 6534178, 995242, 1092026]"
1101,"[1133018, 908531, 883404, 5568378, 5569230]"
1102,"[1082185, 1114597, 1029743, 995242, 965766]"
1103,"[6534178, 1126899, 1029743, 1058997, 5569230]"
1104,"[1114597, 1039156, 986912, 1082185, 894236]"
1105,"[1082185, 1029743, 1106523, 995242, 6534178]"
1106,"[1037840, 1106523, 868764, 883404, 1102959]"
1107,"[1082185, 965766, 1058997, 1070820, 1126899]"
1108,"[1133018, 908531, 1120741, 1057260, 847982]"
1109,"[1082185, 981760, 961554, 1065593, 1050229]"
1110,"[981760, 908531, 862349, 5978656, 859075]"
1111,"[1106523, 1082185, 860776, 1028816, 854852]"
1112,"[1075368, 862349, 995242, 1082185, 908846]"
1113,"[1082185, 1058997, 1028816, 961554, 834484]"
1114,"[1029743, 844165, 883404, 981760, 1044078]"
1115,"[6534178, 995242, 5569471, 1041259, 834484]"
1116,"[1029743, 1106523, 1126899, 1085604, 8090521]"
1117,"[5569230, 1106523, 860776, 6534178, 1080414]"
1118,"[979707, 899624, 923746, 5569471, 995785]"
1119,"[1082185, 940947, 995242, 1044078, 1065593]"
1120,"[995242, 1082185, 862349, 849843, 826249]"
1121,"[962229, 981760, 995242, 1082185, 1029743]"
1122,"[861272, 995242, 824005, 1026118, 849843]"
1123,"[962229, 1126899, 981760, 986912, 1058997]"
1124,"[1106523, 1133018, 908531, 844165, 883404]"
1125,"[1082185, 1058997, 1133018, 862349, 1080414]"
1126,"[1082185, 1126899, 849843, 1038217, 840361]"
1127,"[1029743, 995242, 5569471, 981760, 5569230]"
1128,"[1119051, 1003600, 995785, 5592931, 834484]"
1129,"[1029743, 6534178, 1058997, 1126899, 995785]"
1130,"[1037863, 1133018, 923746, 1039156, 879755]"
1131,"[1029743, 995242, 1120741, 981760, 847982]"
1132,"[981760, 1044078, 951590, 1132770, 1101173]"
1133,"[1028816, 1122358, 1092026, 981760, 1082185]"
1134,"[1082185, 1106523, 1070820, 995785, 1028816]"
1135,"[908531, 995242, 6534178, 1029743, 981760]"
1136,"[1039156, 962229, 1106523, 847982, 1053690]"
1137,"[860776, 860975, 1023958, 1082185, 885290]"
1138,"[1110572, 1120741, 882441, 1106523, 844165]"
1139,"[1082185, 862349, 903325, 961554, 872137]"
1140,"[1029743, 1005186, 1085604, 916122, 929668]"
1141,"[1029743, 868764, 995242, 908531, 844165]"
1142,"[1082185, 6534178, 916122, 965766, 834484]"
1143,"[1082185, 1029743, 1070820, 6534178, 914190]"
1144,"[1082185, 1106523, 1133018, 849843, 890610]"
1145,"[1106523, 5568378, 1005186, 981760, 5569230]"
1146,"[6534178, 1033615, 1029743, 995242, 854852]"
1147,"[1106523, 951590, 1085604, 1133018, 834484]"
1148,"[1106523, 6534178, 1026118, 849843, 1048462]"
1149,"[1082185, 1026118, 1029743, 995242, 6534178]"
1150,"[1082185, 1029743, 1013321, 849843, 938700]"
1151,"[1122358, 951590, 923746, 1106523, 1033615]"
1152,"[1029743, 1005186, 986912, 951590, 859075]"
1153,"[923746, 883404, 994928, 981760, 999971]"
1154,"[1053690, 849843, 1106523, 1096036, 908531]"
1155,"[1133018, 908531, 883404, 1044078, 1085604]"
1156,"[844165, 6034857, 845208, 995965, 866227]"
1157,"[1070820, 5569471, 981760, 951590, 862349]"
1158,"[6534178, 1133018, 8090521, 1106523, 862349]"
1159,"[1082185, 1068719, 6534178, 909714, 903325]"
1160,"[1096036, 1044078, 1068719, 1133018, 1004906]"
1161,"[1070820, 1058997, 1133018, 1126899, 824005]"
1162,"[1029743, 6534178, 995242, 908531, 5568378]"
1163,"[1082185, 1029743, 6534178, 995242, 840361]"
1164,"[1082185, 986947, 1070820, 903325, 995785]"
1165,"[6534178, 953476, 5568378, 5569471, 5569230]"
1166,"[1082185, 6534178, 995242, 1029743, 961554]"
1167,"[1082185, 6534178, 1062002, 1070820, 5569471]"
1168,"[1106523, 1133018, 908531, 1005186, 995785]"
1169,"[1082185, 859075, 1106523, 849843, 1070015]"
1170,"[1082185, 1029743, 1106523, 6534178, 995242]"
1171,"[1029743, 1075368, 1092026, 860776, 1096036]"
1172,"[1029743, 1120741, 1053690, 995242, 981760]"
1173,"[1029743, 1070820, 6534178, 1058997, 5569471]"
1174,"[1098066, 1068719, 1133018, 1106523, 844165]"
1175,"[1082185, 6534166, 951412, 6534178, 6533889]"
1176,"[1082185, 1029743, 1106523, 6534178, 1133018]"
1177,"[1082185, 6534178, 981760, 1026118, 866211]"
1178,"[6534178, 995785, 961554, 834484, 914190]"
1179,"[1082185, 995242, 962229, 6534178, 860776]"
1180,"[923746, 860776, 1029743, 6534178, 965766]"
1181,"[1029743, 1106523, 1133018, 883404, 995242]"
1182,"[899624, 1068719, 840361, 1106523, 6534178]"
1183,"[1133018, 908531, 844165, 883404, 951590]"
1184,"[1106523, 995242, 923746, 908531, 986912]"
1185,"[1106523, 844179, 849843, 1133018, 914190]"
1186,"[1082185, 6034857, 1070820, 5569471, 1024306]"
1187,"[1133018, 1106523, 1048462, 1053763, 1132770]"
1188,"[1133018, 961554, 847982, 883404, 882441]"
1189,"[1106523, 5568378, 1026118, 1028816, 908846]"
1190,"[1029743, 6534178, 995242, 883404, 1037840]"
1191,"[995242, 5569230, 1110572, 916122, 986912]"
1192,"[861272, 1133018, 994928, 849843, 1065593]"
1193,"[1133018, 927191, 5569230, 1102959, 834117]"
1194,"[995242, 857849, 1005186, 840361, 1070015]"
1195,"[995242, 1005186, 1075368, 1026118, 859075]"
1196,"[1070820, 903325, 901062, 909714, 854852]"
1197,"[6534178, 1029743, 951590, 5978656, 5978648]"
1198,"[1082185, 1058997, 981760, 995785, 901062]"
1199,"[1082185, 1029743, 6534178, 844165, 981760]"
1200,"[940947, 1133018, 908531, 1013321, 6034857]"
1201,"[1080414, 1085604, 879755, 1056509, 866227]"
1202,"[1082185, 6534178, 1058997, 883404, 981760]"
1203,"[1082185, 1070015, 1106523, 951590, 866211]"
1204,"[1106523, 1133018, 908531, 883404, 999971]"
1205,"[995242, 1092026, 882441, 1029743, 981760]"
1206,"[883404, 1096036, 826249, 1106523, 1133018]"
1207,"[1082185, 1133018, 953476, 1070015, 1065593]"
1208,"[1106523, 844165, 6034857, 1134522, 860776]"
1209,"[1082185, 1029743, 1106523, 1133018, 995242]"
1210,"[1082185, 1070820, 908531, 862349, 962568]"
1211,"[6534166, 5978648, 860776, 981760, 5585510]"
1212,"[995242, 844165, 883404, 1092026, 1080414]"
1213,"[940947, 6534178, 1058997, 1133018, 1126899]"
1214,"[1082185, 1029743, 1106523, 6534178, 1133018]"
1215,"[1126899, 981760, 862349, 866211, 1110572]"
1216,"[5569230, 1065593, 883404, 995242, 5569471]"
1217,"[1029743, 1075368, 6534178, 916122, 1013321]"
1218,"[1070820, 1026118, 862349, 961554, 908846]"
1219,"[1033615, 1132770, 879755, 1098066, 909894]"
1220,"[1133018, 844165, 1026118, 1033615, 1065593]"
1221,"[1082185, 923746, 909714, 1028816, 1022254]"
1222,"[1106523, 1037840, 981760, 5569230, 1133018]"
1223,"[1106523, 1133018, 883404, 1070015, 5569230]"
1224,"[995242, 1005186, 862349, 866211, 1065593]"
1225,"[1106523, 1133018, 883404, 1092026, 1065593]"
1226,"[840361, 859075, 1070820, 1133018, 862349]"
1227,"[1082185, 1058997, 1133018, 5568378, 1092026]"
1228,"[6534178, 5569471, 1133018, 1022254, 1058997]"
1229,"[6534178, 916122, 903325, 1070820, 951412]"
1230,"[1029743, 1106523, 5568378, 860776, 1053690]"
1231,"[1082185, 1029743, 1055646, 995242, 860776]"
1232,"[1133018, 844165, 1028816, 834484, 879755]"
1233,"[1082185, 6534178, 1058997, 1133018, 883404]"
1234,"[862349, 995242, 12810393, 5568378, 866211]"
1235,"[1070820, 6534178, 995242, 1126899, 5569230]"
1236,"[8090521, 1070015, 1056509, 1133018, 965766]"
1237,"[995242, 981760, 995785, 965766, 951590]"
1238,"[908531, 995242, 890610, 1029743, 962229]"
1239,"[908531, 883404, 940947, 826249, 1106523]"
1240,"[6034857, 860776, 6533889, 1070820, 1081177]"
1241,"[1037840, 1029743, 995242, 1075368, 1092026]"
1242,"[1082185, 1070820, 883404, 862349, 1038217]"
1243,"[940947, 995242, 953476, 1005186, 5978648]"
1244,"[1106523, 1058997, 1133018, 862349, 901062]"
1245,"[981760, 903325, 1133018, 834117, 6534178]"
1246,"[6534178, 1058997, 908531, 1126899, 6533889]"
1247,"[1082185, 961554, 1029743, 1058997, 981760]"
1248,"[951590, 883932, 1106523, 1082185, 6534178]"
1249,"[1106523, 1133018, 953476, 995785, 1065593]"
1250,"[1082185, 1043751, 995242, 914190, 1005186]"
1251,"[995242, 908531, 844165, 953476, 1085604]"
1252,"[1070820, 923746, 5569471, 862349, 847982]"
1253,"[1029743, 1070820, 849843, 962229, 1122358]"
1254,"[1058997, 1126899, 1057260, 916122, 872137]"
1255,"[1082185, 1106523, 1133018, 908531, 1056509]"
1256,"[1022254, 1137688, 933835, 986912, 6534178]"
1257,"[1082185, 1022254, 903325, 866211, 1026118]"
1258,"[5569471, 1082185, 914190, 1133018, 1058997]"
1259,"[1082185, 1058997, 883404, 995785, 986912]"
1260,"[1082185, 840361, 986947, 1127831, 1058997]"
1261,"[1082185, 6534178, 866211, 986912, 976998]"
1262,"[1082185, 1029743, 1106523, 844165, 883404]"
1263,"[1029743, 1085604, 986912, 1070015, 874972]"
1264,"[1029743, 6534178, 1013321, 1126899, 995242]"
1265,"[1082185, 995242, 1133018, 1022003, 908531]"
1266,"[1133018, 995785, 986912, 866211, 1080414]"
1267,"[1082185, 861272, 862349, 1119051, 1101173]"
1268,"[940947, 1070820, 5569230, 868764, 844165]"
1269,"[899624, 834484, 1057260, 1106523, 862349]"
1270,"[1026118, 1082185, 1028816, 1037863, 908846]"
1271,"[1029743, 1082185, 981760, 1038217, 951590]"
1272,"[962568, 916122, 868764, 1039156, 854852]"
1273,"[979707, 1082185, 6534178, 849843, 866211]"
1274,"[1082185, 5568378, 995242, 8090521, 951590]"
1275,"[1082185, 6534178, 5569230, 8090521, 826249]"
1276,"[1082185, 1026118, 834484, 860776, 962229]"
1277,"[1106523, 1092026, 1133018, 1070015, 8090521]"
1278,"[1082185, 1106523, 981760, 5569230, 908846]"
1279,"[1082185, 1106523, 965766, 994928, 951590]"
1280,"[1082185, 1106523, 1029743, 1133018, 6534178]"
1281,"[844165, 860776, 6534178, 1133018, 953476]"
1282,"[981760, 1133018, 1106523, 995785, 1043590]"
1283,"[861272, 1133018, 1005186, 995785, 849843]"
1284,"[1096036, 951590, 999971, 840361, 1065593]"
1285,"[916122, 5569230, 1106523, 1101173, 908531]"
1286,"[1029743, 923746, 844165, 1075368, 6534166]"
1287,"[1082185, 861272, 862349, 1133018, 854852]"
1288,"[923746, 1096036, 862349, 1082185, 870547]"
1289,"[1029743, 1085604, 1110572, 1124729, 5569230]"
1290,"[849843, 860776, 1005186, 844165, 1013321]"
1291,"[1082185, 962229, 1081177, 1106523, 826249]"
1292,"[1082185, 834484, 1038217, 826249, 854852]"
1293,"[979707, 1044078, 1132770, 1004906, 999971]"
1294,"[1126899, 961554, 1058997, 849843, 962568]"
1295,"[1029743, 995242, 1092026, 951590, 1065593]"
1296,"[826249, 995242, 951590, 1124729, 1005186]"
1297,"[1082185, 995785, 870515, 1003600, 1041259]"
1298,"[995242, 1096036, 883404, 999971, 1029743]"
1299,"[6534178, 840361, 8090521, 857849, 904360]"
1300,"[6534178, 962568, 914190, 1133018, 1106523]"
1301,"[1106523, 1058997, 1133018, 1126899, 1070015]"
1302,"[979707, 1029743, 6534178, 1058997, 995242]"
1303,"[1029743, 6534178, 976199, 951590, 866211]"
1304,"[1106523, 1029743, 923746, 994928, 951590]"
1305,"[5569230, 1106523, 908531, 1133018, 6534178]"
1306,"[1029743, 1096036, 951590, 995242, 1085604]"
1307,"[1082185, 6534178, 1058997, 1005186, 986912]"
1308,"[1082185, 1029743, 995242, 844165, 883404]"
1309,"[995785, 849843, 866211, 834117, 840361]"
1310,"[1133018, 1005186, 833025, 1120741, 1071939]"
1311,"[899624, 1106523, 923746, 1071939, 962229]"
1312,"[1082185, 1029743, 6534178, 995242, 883404]"
1313,"[995242, 908531, 883404, 981760, 995785]"
1314,"[1082185, 1029743, 923746, 976199, 6534178]"
1315,"[1058997, 1126899, 5568378, 862349, 962229]"
1316,"[1082185, 1022003, 1029743, 5568378, 962229]"
1317,"[5568378, 995242, 1120741, 1005186, 1029743]"
1318,"[908846, 847270, 1041259, 1028816, 951412]"
1319,"[1082185, 1058997, 995242, 908531, 5569471]"
1320,"[1029743, 1071939, 871756, 896369, 840361]"
1321,"[923746, 893018, 1106523, 1133018, 883404]"
1322,"[1005186, 1044078, 833025, 951590, 1033142]"
1323,"[1106523, 1133018, 1033615, 1065593, 1080414]"
1324,"[995242, 951590, 908531, 1056509, 840361]"
1325,"[903325, 961554, 861272, 845208, 1081177]"
1326,"[6534178, 6533765, 1029743, 1038217, 1056509]"
1327,"[1082185, 981760, 5569230, 908846, 916122]"
1328,"[1082185, 866211, 951590, 1132771, 859075]"
1329,"[908531, 995785, 986912, 951590, 862349]"
1330,"[1106523, 1133018, 5569230, 859075, 1080414]"
1331,"[890610, 1029743, 908531, 995242, 849843]"
1332,"[995242, 1041259, 1120741, 834484, 860776]"
1333,"[1082185, 1096036, 1126899, 5978656, 908531]"
1334,"[883404, 1085604, 844165, 879755, 1132770]"
1335,"[861272, 995242, 5569471, 862349, 901062]"
1336,"[916122, 995242, 979707, 908531, 883404]"
1337,"[1082185, 6534178, 995242, 962229, 1080414]"
1338,"[1106523, 1133018, 6534178, 994928, 1092026]"
1339,"[1082185, 1029743, 1106523, 6534178, 995242]"
1340,"[861272, 1058997, 995242, 849843, 862349]"
1341,"[995242, 908531, 1133018, 990797, 1058997]"
1342,"[1082185, 1029743, 1106523, 1133018, 995242]"
1343,"[1005186, 1122358, 1085604, 879755, 866227]"
1344,"[1082185, 1029743, 995242, 994928, 981760]"
1345,"[951590, 1029743, 5569230, 914190, 840361]"
1346,"[1058997, 866211, 834484, 1056509, 1110572]"
1347,"[1037840, 1029743, 6534178, 951590, 6533889]"
1348,"[1082185, 883404, 1005186, 986912, 866211]"
1349,"[899624, 1058997, 995242, 1005186, 995785]"
1350,"[883404, 981760, 844165, 849843, 1037863]"
1351,"[1106523, 1133018, 923746, 908531, 1070015]"
1352,"[1077555, 6534178, 987562, 951412, 862349]"
1353,"[833025, 1057260, 995242, 8090521, 5592931]"
1354,"[1038217, 995242, 1005186, 6534178, 1082185]"
1355,"[1082185, 1029743, 6534178, 914190, 981760]"
1356,"[1082185, 1070820, 861272, 981760, 5569230]"
1357,"[6534178, 5978656, 5569230, 5569471, 860975]"
1358,"[995242, 883404, 826249, 860975, 849843]"
1359,"[1037840, 1070820, 995242, 1075368, 981760]"
1360,"[1082185, 1029743, 1106523, 1133018, 6534178]"
1361,"[6034857, 951590, 860776, 951412, 854852]"
1362,"[1082185, 825541, 909714, 986947, 878996]"
1363,"[1065593, 953476, 1082185, 1029743, 5569230]"
1364,"[1082185, 862349, 854852, 1005186, 995242]"
1365,"[1082185, 6534178, 914190, 1044078, 901062]"
1366,"[1058997, 849843, 927191, 1065593, 1119051]"
1367,"[1082185, 6534178, 933835, 862349, 1126899]"
1368,"[1070820, 5569471, 916122, 834117, 1029743]"
1369,"[1082185, 914190, 981760, 1119051, 866227]"
1370,"[995785, 826249, 844179, 1106523, 883404]"
1371,"[1029743, 1070820, 883404, 1092026, 1120741]"
1372,"[1082185, 1106523, 5569230, 1137775, 1133018]"
1373,"[5569471, 5569230, 1102959, 6034857, 908846]"
1374,"[1106523, 981760, 1133018, 995785, 999971]"
1375,"[1029743, 1106523, 927191, 951412, 1022254]"
1376,"[6534178, 1029743, 995242, 8090537, 6534166]"
1377,"[844165, 914190, 1005186, 1102959, 961554]"
1378,"[1082185, 5585510, 1062002, 857503, 981760]"
1379,"[1082185, 1029743, 923746, 981760, 995242]"
1380,"[1029743, 995785, 5569230, 849843, 1028816]"
1381,"[1082185, 1029743, 1106523, 6534178, 1133018]"
1382,"[1029743, 962229, 981760, 940947, 833025]"
1383,"[1075368, 995785, 6034857, 909714, 1110572]"
1384,"[961554, 882441, 5592931, 1004906, 896369]"
1385,"[883404, 1029743, 849843, 1122358, 844165]"
1386,"[1082185, 1029743, 6534178, 1005186, 953476]"
1387,"[899624, 844165, 1005186, 916122, 885290]"
1388,"[1098066, 1039156, 1068719, 6534178, 840361]"
1389,"[907014, 1058997, 871756, 981760, 1005186]"
1390,"[1038217, 994928, 1005186, 962229, 995242]"
1391,"[6534178, 6034857, 1133018, 873627, 860776]"
1392,"[1082185, 6534178, 908531, 5569471, 981760]"
1393,"[1082185, 1119051, 1051516, 6034857, 1126899]"
1394,"[1082185, 860776, 6034857, 878996, 940947]"
1395,"[940947, 1058997, 908531, 1126899, 1026118]"
1396,"[1029743, 995242, 999971, 857849, 1133018]"
1397,"[1082185, 840361, 1068719, 1037863, 1058997]"
1398,"[1082185, 1058997, 995242, 5569471, 986912]"
1399,"[1082185, 6034857, 986947, 860776, 995242]"
1400,"[1082185, 940947, 1106523, 1043751, 1133018]"
1401,"[1070820, 1058997, 908531, 1126899, 994928]"
1402,"[849843, 1082185, 995785, 981760, 1133018]"
1403,"[6534178, 844165, 5569471, 1075368, 5569230]"
1404,"[1029743, 861272, 995242, 844165, 883404]"
1405,"[1106523, 995242, 976199, 5569471, 849843]"
1406,"[1029743, 1070820, 995242, 883404, 849843]"
1407,"[1082185, 1029743, 866211, 951590, 1058997]"
1408,"[1029743, 1106523, 1133018, 995242, 953476]"
1409,"[849843, 1082185, 923746, 1022003, 908531]"
1410,"[874972, 1029743, 6534178, 1026118, 844165]"
1411,"[1082185, 1029743, 1106523, 6534178, 995242]"
1412,"[1082185, 1029743, 965766, 885290, 916122]"
1413,"[1082185, 1029743, 1106523, 6534178, 1133018]"
1414,"[1082185, 1058997, 1029743, 1126899, 995242]"
1415,"[908531, 883404, 833025, 874972, 866227]"
1416,"[1082185, 1029743, 1106523, 6534178, 1133018]"
1417,"[1106523, 1133018, 908531, 6533889, 999971]"
1418,"[1070820, 1082185, 990797, 953476, 860776]"
1419,"[1133018, 1070015, 908531, 5978656, 1085604]"
1420,"[1029743, 995785, 849843, 965766, 5978648]"
1421,"[1029743, 6534178, 962229, 981760, 995242]"
1422,"[1082185, 1029743, 1106523, 6534178, 1133018]"
1423,"[6534178, 1082185, 1085604, 860975, 1056509]"
1424,"[1082185, 1029743, 1062002, 1024306, 995242]"
1425,"[1101010, 8090521, 940947, 951590, 8090537]"
1426,"[861272, 1133018, 908531, 844165, 999971]"
1427,"[923746, 995242, 826249, 883404, 1029743]"
1428,"[833025, 6534178, 879755, 908531, 1029743]"
1429,"[1058997, 923746, 9337581, 1065593, 999971]"
1430,"[6534178, 981760, 1029743, 962229, 5569230]"
1431,"[1110572, 916122, 5569230, 1026118, 995785]"
1432,"[1005186, 6034857, 860776, 866227, 820165]"
1433,"[979707, 1082185, 899624, 1029743, 1106523]"
1434,"[883404, 1053690, 995242, 1065593, 1075368]"
1435,"[1029743, 883404, 962229, 916122, 5592931]"
1436,"[1133018, 5569471, 5569230, 849843, 986912]"
1437,"[883404, 1044078, 826249, 5569230, 1029743]"
1438,"[1028816, 995785, 1026118, 908846, 951412]"
1439,"[1050851, 859075, 986912, 994928, 995242]"
1440,"[6534178, 1133018, 1106523, 844165, 908531]"
1441,"[6034857, 5569471, 5569230, 1082185, 981760]"
1442,"[1106523, 844165, 883404, 981760, 1048462]"
1443,"[1070820, 1082185, 1005186, 1133018, 883404]"
1444,"[1029743, 6034857, 951590, 860776, 872137]"
1445,"[995965, 6034857, 909714, 883404, 1127831]"
1446,"[1133018, 923746, 847982, 1080414, 903325]"
1447,"[844165, 883404, 879755, 913210, 826249]"
1448,"[1029743, 1043751, 986912, 962229, 1068719]"
1449,"[1106523, 1070820, 995242, 883404, 1126899]"
1450,"[1096036, 6534178, 1124729, 862349, 995785]"
1451,"[1082185, 6534178, 5978656, 995242, 1070820]"
1452,"[989101, 995242, 1133018, 1053690, 866227]"
1453,"[878996, 995242, 6034857, 1058997, 1005186]"
1454,"[1082185, 6534178, 1029743, 5569471, 834484]"
1455,"[6534178, 995242, 923746, 5568378, 1065593]"
1456,"[1106523, 1133018, 923746, 1070015, 5569230]"
1457,"[1106523, 1044078, 1022254, 5592931, 1085604]"
1458,"[1082185, 923746, 981760, 845208, 6534178]"
1459,"[834484, 872137, 844179, 870515, 1058997]"
1460,"[6534178, 1133018, 981760, 951590, 860776]"
1461,"[1082185, 6534178, 1029743, 995242, 1055863]"
1462,"[1082185, 979707, 995242, 1062002, 1127831]"
1463,"[6534178, 994928, 1005186, 1075368, 986912]"
1464,"[1133018, 908531, 916122, 995242, 5569471]"
1465,"[976199, 1075368, 894236, 916122, 866227]"
1466,"[1029743, 1058997, 995242, 923746, 1126899]"
1467,"[5569327, 1051069, 1080414, 1005186, 866227]"
1468,"[1082185, 1070820, 862349, 866211, 995965]"
1469,"[1029743, 1106523, 1058997, 1133018, 844165]"
1470,"[1070820, 995242, 6534178, 1029743, 862349]"
1471,"[6534178, 883404, 1126899, 1080414, 1085604]"
1472,"[1082185, 1029743, 6534178, 1065593, 961554]"
1473,"[1082185, 1126899, 866211, 834484, 903325]"
1474,"[1133018, 1070015, 856772, 1106523, 883932]"
1475,"[916122, 6534178, 6533889, 1057260, 981760]"
1476,"[6533889, 995242, 6534166, 1058997, 862349]"
1477,"[940947, 1082185, 6534178, 1029743, 995242]"
1478,"[1082185, 6534178, 1132770, 938700, 916122]"
1479,"[995242, 5568378, 989101, 1029743, 5592931]"
1480,"[1082185, 1029743, 6534178, 1133018, 995242]"
1481,"[1053763, 951590, 995242, 1068719, 885290]"
1482,"[923746, 995785, 1026118, 5569230, 1028816]"
1483,"[5569230, 5569471, 1070820, 1075368, 6534178]"
1484,"[1058997, 840361, 1119051, 961554, 1005186]"
1485,"[1106523, 1082185, 1075368, 951590, 883404]"
1486,"[1126899, 5568378, 986912, 908846, 916122]"
1487,"[1075368, 940947, 5569230, 883404, 6534178]"
1488,"[1082185, 923746, 1126899, 1110572, 1092026]"
1489,"[1029743, 883404, 6534178, 908531, 995242]"
1490,"[995242, 874972, 953476, 981760, 976998]"
